amenities,ciudad,descripcion,direccion,nombre,precio,valoracion
"Paid private parking on-site,Wifi,Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Kids stay free,Pets Allowed ( Dog / Pet Friendly ),Taxi service,Parking,Free wifi in the business center,Paid wifi,Pool / beach towels,Indoor pool,Heated pool,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Complimentary Instant Coffee,Complimentary tea,Special diet menus,Wine / champagne,Vending machine,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,Baggage storage,Concierge,Convenience store,Executive lounge access,Gift shop,Non-smoking hotel,Outdoor furniture,Sun deck,Sun loungers / beach chairs,Sun umbrellas,ATM on site,First aid kit,Umbrella,24-hour front desk,Express check-in / check-out,Clothes dryer,Dry cleaning,Laundry service,Washing machine,Bathrobes,Air conditioning,Desk,Housekeeping,Coffee / tea maker,Cable / satellite TV,Sofa bed,Walk-in shower,Room service,Safe,Seating area,Sofa,Telephone,Bottled water,Iron,Private bathrooms,Wake-up service / alarm clock,Minibar,Refrigerator,Flatscreen TV,On-demand movies,Radio,Bath / shower,Complimentary toiletries,Hair dryer,City view,Non-smoking rooms,Suites,Family rooms",Chicago,"HOTEL STYLE,Great View,River View","301 East North Water Street, Chicago, IL 60611",Sheraton Grand Chicago,"€236,€217",4.0
"Paid private parking on-site,Free internet,Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Video game console,Kids stay free,Free airport transportation,Parking garage,Wifi,Paid wifi,Hot tub,Pool / beach towels,Indoor pool,Heated pool,Shallow end in pool,Fitness / spa locker rooms,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Complimentary Instant Coffee,Complimentary tea,Snack bar,Vending machine,Free shuttle or taxi services,Airport transportation,Car hire,Taxi service,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,Salon,Baggage storage,Concierge,Convenience store,Currency exchange,Executive lounge access,Gift shop,Newspaper,Non-smoking hotel,Shops,ATM on site,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Soundproof rooms,Bathrobes,Air conditioning,Desk,Coffee / tea maker,Cable / satellite TV,Sofa bed,Walk-in shower,Dining area,Room service,Seating area,Separate living room,Sofa,Telephone,VIP room facilities,Bottled water,Iron,Wake-up service / alarm clock,Refrigerator,Electric kettle,Flatscreen TV,On-demand movies,Radio,Bath / shower,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites,Family rooms",Chicago,"HOTEL STYLE,Business,Family","8500 W Bryn Mawr Ave, Chicago, IL 60631-3203",Renaissance Chicago O'Hare Suites Hotel,€165,4.0
"Electric vehicle charging station,Wifi,Fitness Center with Gym / Workout Room,Bar / lounge,Bicycle rental,Bowling offsite,Business Center with Internet Access,Conference facilities,Valet parking,Paid public parking nearby,Paid wifi,Fitness classes,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Complimentary Instant Coffee,Complimentary tea,Snack bar,Wine / champagne,Vending machine,Tennis court offsite,Banquet room,Meeting rooms,Photo copier / fax In business center,24-hour security,Baggage storage,Concierge,Convenience store,Currency exchange,Gift shop,Newspaper,Non-smoking hotel,Outdoor furniture,Shops,ATM on site,First aid kit,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Desk,Dining area,Housekeeping,Coffee / tea maker,Cable / satellite TV,Sofa bed,Walk-in shower,Interconnected rooms available,Room service,Safe,Seating area,Separate living room,Sofa,Telephone,Wardrobe / closet,Bottled water,Iron,Private bathrooms,Wake-up service / alarm clock,Refrigerator,Flatscreen TV,On-demand movies,Radio,Bath / shower,Complimentary toiletries,Hair dryer,City view,Non-smoking rooms,Suites,Family rooms",Chicago,"HOTEL STYLE,City View,Centrally Located","540 N Michigan Ave (Driveway Entrance on 541 North Rush Street), Chicago, IL 60611",Chicago Marriott Downtown Magnificent Mile,€342,4.0
"Valet parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Babysitting,Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Wifi,Hot tub,Indoor pool,Heated pool,Fitness / spa locker rooms,Fitness classes,Personal trainer,Restaurant,Breakfast available,Breakfast in the room,Kids' meals,Special diet menus,Wine / champagne,Conference facilities,Banquet room,Meeting rooms,Spa,Couples massage,Facial treatments,Full body massage,Massage,Rooftop terrace,Baggage storage,Concierge,Non-smoking hotel,Butler service,Doorperson,24-hour front desk,Express check-in / check-out,Private check-in / check-out,Dry cleaning,Laundry service,Ironing service,Bathrobes,Air conditioning,Additional bathroom,Housekeeping,Room service,Minibar,Refrigerator,Flatscreen TV,Safe,iPod docking station,Bridal suite,Non-smoking rooms,Suites,Family rooms",Chicago,"HOTEL STYLE,Luxury,Business","108 E Superior St At North Michigan Avenue, Chicago, IL 60611-2645",The Peninsula Chicago,€678,5.0
"Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Bicycle rental,Pets Allowed ( Dog / Pet Friendly ),Taxi service,Business Center with Internet Access,Paid private parking on-site,Wifi,Paid wifi,Restaurant,Meeting rooms,Baggage storage,Concierge,Newspaper,Non-smoking hotel,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Shoeshine,Allergy-free room,Air conditioning,Housekeeping,Room service,Safe,Bottled water,Flatscreen TV,Hair dryer,Iron,Non-smoking rooms,Suites",Chicago,"HOTEL STYLE,Classic,Business","1 W Washington St, Chicago, IL 60602-1603","Staypineapple, An Iconic Hotel, The Loop Chicago",€221,4.5
"Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Conference facilities,24-hour security,Paid private parking nearby,Wifi,Restaurant,Breakfast available,Meeting rooms,Baggage storage,Concierge,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Housekeeping,Room service,Safe,Iron,Minibar,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",Chicago,"The Whitehall Hotel, Chicago's True Independent Boutique Hotel, is a luxury property with impeccable service situated in the heart of the Gold Coast, steps from the Magnificent Mile, iconic attractions and designer shopping. You will feel the modern warmth, relaxed grace and welcoming ambiance of The Whitehall. Our guests experience unparalleled personal service from the moment they are welcomed, during their stay, and remembered upon a return trip. Designed for both the leisure and corporate traveler, our luxuriously appointed rooms and suites reflect the classic character and sophisticated charm of The Whitehall.,HOTEL STYLE,Classic,Centrally Located","105 E Delaware Pl, Chicago, IL 60611-1403",The Whitehall Hotel,€120,4.0
"Paid private parking on-site,Free internet,Pool,Fitness Center with Gym / Workout Room,Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Conference facilities,Baggage storage,Parking,Wifi,Paid wifi,Pool / beach towels,Indoor pool,Heated pool,Banquet room,Meeting rooms,Concierge,Convenience store,Non-smoking hotel,Shared lounge / TV area,ATM on site,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Desk,Housekeeping,Safe,Coffee / tea maker,Microwave,Cable / satellite TV,Bath / shower,Telephone,Wardrobe / closet,Iron,Private bathrooms,Wake-up service / alarm clock,Refrigerator,Flatscreen TV,On-demand movies,Complimentary toiletries,Hair dryer,City view,Non-smoking rooms,Suites,Family rooms",Chicago,"Newly renovated with a Chicago-themed, modern design. Located in the Gold Coast, Chicago's most affluent neighborhood, the Hilton Chicago - Magnificent Mile Suites is steps away from Michigan Avenue shopping, the John Hancock observatory, the Water Tower Place, and world-class steak restaurants and bars at Rush & Division. The Hilton Chicago - Magnificent Mile Suites is an all-suites property, featuring separate bedroom and sitting room, two flat-screen TVs, and a refrigerator. Enjoy stunning city and lake views from the rooftop Fitness Center, where a complete range of cardio equipment. The heated indoor pool also features spectacular views of Lake Michigan.,HOTEL STYLE,Family,City View","198 E. Delaware Place, Chicago, IL 60611-1719",Hilton Chicago/Magnificent Mile Suites,€213,4.0
"Valet parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Walking tours,Airport transportation,Business Center with Internet Access,Paid private parking nearby,Wifi,Paid wifi,Hot tub,Indoor pool,Heated pool,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Complimentary Instant Coffee,Happy hour,Kids' meals,Wine / champagne,Taxi service,Conference facilities,Banquet room,Meeting rooms,24-hour security,Baggage storage,Concierge,Newspaper,Non-smoking hotel,ATM on site,Doorperson,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine,Bathrobes,Air conditioning,Desk,Housekeeping,Room service,Coffee / tea maker,Cable / satellite TV,Walk-in shower,Safe,Seating area,Sofa,Telephone,Wardrobe / closet,Bottled water,Iron,Laptop safe,Private bathrooms,Wake-up service / alarm clock,Refrigerator,Flatscreen TV,On-demand movies,iPod docking station,Bath / shower,Complimentary toiletries,Hair dryer,City view,Non-smoking rooms,Suites,Family rooms",Chicago,"HOTEL STYLE,Centrally Located,Green","633 North Saint Clair Street, Chicago, IL 60611-3234",Hyatt Centric Chicago Magnificent Mile,€246,4.5
"Valet parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Restaurant,Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Conference facilities,Paid private parking on-site,Wifi,Pool / beach towels,Rooftop pool,Indoor pool,Heated pool,Breakfast available,Wine / champagne,Banquet room,Meeting rooms,Rooftop terrace,Baggage storage,Non-smoking hotel,Outdoor furniture,Shared lounge / TV area,Sun loungers / beach chairs,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Desk,Housekeeping,Safe,Coffee / tea maker,Cable / satellite TV,Flatscreen TV,Bath / shower,Telephone,Iron,Laptop safe,Private bathrooms,Wake-up service / alarm clock,On-demand movies,Complimentary toiletries,Hair dryer,City view,Non-smoking rooms,Suites,Family rooms",Chicago,"HOTEL STYLE,Family,Business","505 N. State Street, Chicago, IL 60654",The Royal Sonesta Chicago River North,,4.5
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Free breakfast,Mini golf,Kids stay free,Children's television networks,Parking,Wifi,Pool / beach towels,Indoor pool,Heated pool,Bar / lounge,Restaurant,Breakfast available,Kid-friendly buffet,Snack bar,Vending machine,Pets Allowed ( Dog / Pet Friendly ),Free airport transportation,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,24-hour security,Baggage storage,Convenience store,Newspaper,Non-smoking hotel,Outdoor fireplace,Shared lounge / TV area,Sun terrace,ATM on site,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Self-serve laundry,Allergy-free room,Soundproof rooms,Air conditioning,Housekeeping,Room service,Refrigerator,Flatscreen TV,Complimentary toiletries,Safe,Iron,Hair dryer,Non-smoking rooms,Suites,Family rooms",Chicago,"HOTEL STYLE,Value,Quiet",,Hyatt Place Chicago/Midway Airport,"€159,€139",4.5
"Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Nightclub / DJ,Pets Allowed ( Dog / Pet Friendly ),Conference facilities,Banquet room,Paid public parking on-site,Wifi,Restaurant,Breakfast available,Complimentary Instant Coffee,Rooftop bar,Meeting rooms,Spa,Rooftop terrace,24-hour security,Baggage storage,Concierge,Non-smoking hotel,ATM on site,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service,Bathrobes,Air conditioning,Desk,Housekeeping,Room service,Coffee / tea maker,Flatscreen TV,Bath / shower,Safe,Telephone,Iron,Wake-up service / alarm clock,Minibar,Refrigerator,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites",Chicago,"Discover your element at The Godfrey. Each detail of this boutique luxury Chicago hotel has been designed with the guest's experience in mind from the Cubist-influenced facade to the chic accommodations. Delight in panoramic views of the Chicago skyline from the I|O Rooftop Lounge and explore the hip River North neighborhood location during your stay.,HOTEL STYLE,Trendy,Modern","127 West Huron at LaSalle, Chicago, IL 60654",The Godfrey Hotel Chicago,€193,4.5
"Valet parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Children's television networks,Pets Allowed ( Dog / Pet Friendly ),Car hire,Paid private parking on-site,Wifi,Indoor pool,Heated pool,Fitness / spa locker rooms,Restaurant,Complimentary Instant Coffee,Kids' meals,Rooftop bar,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,Rooftop terrace,24-hour security,Baggage storage,Concierge,Newspaper,Non-smoking hotel,ATM on site,Doorperson,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine,Air conditioning,Housekeeping,Room service,Safe,Iron,Wake-up service / alarm clock,Flatscreen TV,On-demand movies,Bridal suite,Non-smoking rooms,Suites,Family rooms",Chicago,"HOTEL STYLE,Value,Modern","455 N Park Dr, Chicago, IL 60611-5886",Loews Chicago Hotel,"€289,€247",4.5
"Valet parking,Free High Speed Internet (WiFi),Pool,Free breakfast,Kids stay free,Conference facilities,Meeting rooms,Baggage storage,Paid public parking nearby,Wifi,Indoor pool,Breakfast available,Convenience store,Non-smoking hotel,24-hour check-in,24-hour front desk,Express check-in / check-out,Self-serve laundry,Air conditioning,Seating area,Separate living room,Sofa,Coffee / tea maker,Kitchenette,Cable / satellite TV,Hair dryer,Iron,Dishwasher,Microwave,Refrigerator,Stovetop,Kitchenware,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",Chicago,"The Homewood Suites by Hilton Chicago-Downtown hotel is conveniently located in the heart of the exciting River North region of downtown Chicago, just one block west of North Michigan Avenue - better known as the Magnificent Mile. Our downtown Chicago location, coupled with outstanding hotel accommodations, amenities, and services ensures a comfortable stay for all our guests. Enjoy free breakfast daily and free WiFi.,HOTEL STYLE,Family,Green","40 East Grand Avenue, Chicago, IL 60611",Homewood Suites by Hilton Chicago-Downtown,"€236,€219",4.5
